id,model,topic,dataset,english_proficiency,start_time,end_time,relevance,acceptability,difficulty,choices,confidence,question,user
3519,text-davinci-003-gpt-3,politics,wikipedia-10T,2,2023-02-26T23:29:59.607191Z,2023-02-26T23:36:31.592060Z,4,True,6,1,7,716,693d3977-cb33-4139-bc3a-bf3800ccab5e
3520,ft-babbage-multiqad-400k-gpt-3,politics,wikipedia-10T,2,2023-02-26T23:36:32.007636Z,2023-02-26T23:38:39.602040Z,8,True,4,2,7,861,693d3977-cb33-4139-bc3a-bf3800ccab5e
3521,t5-small-squad-race,physics,wikipedia-10T,1,2023-02-27T01:10:06.872373Z,2023-02-27T01:13:41.454190Z,6,True,2,8,5,353,bdfbd050-4c95-405b-884e-fb0308677aa8
3522,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T01:14:41.128781Z,2023-02-27T01:15:00.989261Z,6,True,3,2,6,453,bdfbd050-4c95-405b-884e-fb0308677aa8
3523,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T01:15:01.516001Z,2023-02-27T01:15:32.772021Z,5,True,2,8,6,554,bdfbd050-4c95-405b-884e-fb0308677aa8
3524,text-davinci-003-gpt-3,physics,wikipedia-10T,1,2023-02-27T01:15:33.280977Z,2023-02-27T01:23:08.494643Z,4,True,2,2,6,753,bdfbd050-4c95-405b-884e-fb0308677aa8
3525,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,1,2023-02-27T01:23:09.017349Z,2023-02-27T01:23:46.519895Z,6,True,2,8,6,999,bdfbd050-4c95-405b-884e-fb0308677aa8
3526,t5-small-squad-race,physics,wikipedia-10T,1,2023-02-27T01:23:47.042978Z,2023-02-27T01:29:26.967602Z,6,True,2,6,7,356,bdfbd050-4c95-405b-884e-fb0308677aa8
3527,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T01:29:27.482262Z,2023-02-27T01:29:51.530191Z,6,True,2,6,7,456,bdfbd050-4c95-405b-884e-fb0308677aa8
3528,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T01:29:52.062134Z,2023-02-27T01:30:08.371606Z,6,True,2,8,7,555,bdfbd050-4c95-405b-884e-fb0308677aa8
3529,text-davinci-003-gpt-3,physics,wikipedia-10T,1,2023-02-27T01:30:08.881638Z,2023-02-27T01:30:31.533770Z,6,True,2,8,7,756,bdfbd050-4c95-405b-884e-fb0308677aa8
3530,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,1,2023-02-27T01:30:32.021493Z,2023-02-27T01:32:57.878908Z,1,True,2,6,7,1002,bdfbd050-4c95-405b-884e-fb0308677aa8
3531,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,1,2023-02-27T01:32:58.385066Z,2023-02-27T01:48:33.323757Z,6,True,2,7,6,1001,bdfbd050-4c95-405b-884e-fb0308677aa8
3532,text-davinci-003-gpt-3,physics,wikipedia-10T,1,2023-02-27T01:48:33.842448Z,2023-02-27T01:52:19.209292Z,6,True,2,5,6,755,bdfbd050-4c95-405b-884e-fb0308677aa8
3533,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T01:52:19.760758Z,2023-02-27T01:52:34.900371Z,6,True,0,8,6,556,bdfbd050-4c95-405b-884e-fb0308677aa8
3534,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T01:52:35.393604Z,2023-02-27T01:54:22.752615Z,4,True,0,7,6,455,bdfbd050-4c95-405b-884e-fb0308677aa8
3535,t5-small-squad-race,physics,wikipedia-10T,1,2023-02-27T01:54:23.277589Z,2023-02-27T01:54:46.427075Z,5,True,0,7,6,355,bdfbd050-4c95-405b-884e-fb0308677aa8
3536,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,1,2023-02-27T01:54:46.941673Z,2023-02-27T02:05:01.471018Z,6,True,2,6,7,1003,bdfbd050-4c95-405b-884e-fb0308677aa8
3537,text-davinci-003-gpt-3,physics,wikipedia-10T,1,2023-02-27T02:05:02.064899Z,2023-02-27T02:06:30.951238Z,7,True,1,6,7,757,bdfbd050-4c95-405b-884e-fb0308677aa8
3538,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T02:06:31.477929Z,2023-02-27T02:07:23.203950Z,6,True,1,4,7,557,bdfbd050-4c95-405b-884e-fb0308677aa8
3539,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T02:07:23.722399Z,2023-02-27T02:07:55.007231Z,6,True,1,7,7,457,bdfbd050-4c95-405b-884e-fb0308677aa8
3540,t5-small-squad-race,physics,wikipedia-10T,1,2023-02-27T02:07:55.519952Z,2023-02-27T02:08:28.543819Z,6,True,2,4,7,357,bdfbd050-4c95-405b-884e-fb0308677aa8
3541,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,1,2023-02-27T02:08:29.058889Z,2023-02-27T02:12:28.501290Z,6,True,2,6,8,1004,bdfbd050-4c95-405b-884e-fb0308677aa8
3542,text-davinci-003-gpt-3,physics,wikipedia-10T,1,2023-02-27T02:12:28.996699Z,2023-02-27T02:12:57.424497Z,5,True,2,3,8,758,bdfbd050-4c95-405b-884e-fb0308677aa8
3543,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T02:12:57.928973Z,2023-02-27T02:14:40.227315Z,6,True,2,0,8,558,bdfbd050-4c95-405b-884e-fb0308677aa8
3544,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T02:14:40.765658Z,2023-02-27T02:15:08.969278Z,6,True,2,7,8,458,bdfbd050-4c95-405b-884e-fb0308677aa8
3545,t5-small-squad-race,physics,wikipedia-10T,1,2023-02-27T02:15:09.451373Z,2023-02-27T02:15:22.344787Z,6,True,2,7,8,358,bdfbd050-4c95-405b-884e-fb0308677aa8
3546,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T02:15:22.850267Z,2023-02-27T02:18:33.442332Z,6,True,2,8,6,448,bdfbd050-4c95-405b-884e-fb0308677aa8
3547,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T02:18:34.019791Z,2023-02-27T02:20:28.476870Z,6,True,2,8,6,548,bdfbd050-4c95-405b-884e-fb0308677aa8
3548,text-davinci-003-gpt-3,physics,wikipedia-10T,1,2023-02-27T02:20:28.969969Z,2023-02-27T02:21:12.768990Z,6,True,5,7,6,748,bdfbd050-4c95-405b-884e-fb0308677aa8
3549,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,1,2023-02-27T02:21:13.340391Z,2023-02-27T02:22:53.789849Z,5,True,3,3,6,994,bdfbd050-4c95-405b-884e-fb0308677aa8
3550,text-davinci-003-gpt-3,music,wikipedia-10T,2,2023-02-25T07:11:05.285000Z,2023-02-27T02:30:22.234880Z,4,True,4,4,7,701,54c4b464-7d0d-468f-ab2b-a7a04790f558
3551,t5-small-squad-race,physics,wikipedia-10T,1,2023-02-27T02:22:54.293925Z,2023-02-27T02:30:24.479821Z,6,True,2,6,6,348,bdfbd050-4c95-405b-884e-fb0308677aa8
3552,t5-small-squad-race,politics,wikipedia-10T,3,2023-02-27T03:18:04.179632Z,2023-02-27T03:36:37.219424Z,5,True,4,6,5,317,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3553,flan-t5-large-multiqad-400k,politics,wikipedia-10T,3,2023-02-27T03:36:38.253176Z,2023-02-27T03:38:31.104987Z,6,True,4,6,5,417,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3554,flan-t5-large-multimcq-1M,politics,wikipedia-10T,3,2023-02-27T03:38:31.653385Z,2023-02-27T03:44:11.173216Z,6,True,4,6,5,517,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3555,text-davinci-003-gpt-3,politics,wikipedia-10T,3,2023-02-27T03:44:11.734711Z,2023-02-27T03:48:25.637029Z,6,True,4,2,5,717,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3556,ft-babbage-multiqad-400k-gpt-3,politics,wikipedia-10T,3,2023-02-27T03:48:26.458091Z,2023-02-27T03:49:32.602906Z,0,True,4,5,5,862,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3557,t5-small-squad-race,philosophy,wikipedia-10T,3,2023-02-27T03:49:33.424726Z,2023-02-27T03:52:53.822480Z,5,True,4,5,5,328,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3558,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,3,2023-02-27T03:52:54.821280Z,2023-02-27T04:03:51.312478Z,4,True,2,3,5,974,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3559,t5-small-squad-race,philosophy,wikipedia-10T,3,2023-02-27T04:03:52.118584Z,2023-02-27T04:06:54.043105Z,3,True,0,0,4,330,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3560,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,3,2023-02-27T04:06:54.577262Z,2023-02-27T04:07:43.892692Z,4,True,2,3,4,430,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3561,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,3,2023-02-27T04:07:44.643829Z,2023-02-27T04:08:07.820021Z,4,True,0,0,4,530,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3562,text-davinci-003-gpt-3,philosophy,wikipedia-10T,3,2023-02-27T04:08:08.720461Z,2023-02-27T04:11:50.895694Z,4,True,4,5,4,730,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3563,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,3,2023-02-27T04:11:51.893353Z,2023-02-27T04:29:13.151133Z,5,True,3,3,4,976,a80fef4e-18a8-4eb4-923b-cb39ea377bd4
3564,flan-t5-large-multiqad-400k,economy,wikipedia-10T,2,2023-02-26T17:11:13.220842Z,2023-02-27T05:30:13.210042Z,7,True,4,7,6,396,011a1c3e-745e-47fa-84ce-37c2de606548
3565,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-27T05:30:13.737807Z,2023-02-27T05:33:54.327429Z,6,True,4,2,7,331,011a1c3e-745e-47fa-84ce-37c2de606548
3566,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,2,2023-02-27T05:33:54.846987Z,2023-02-27T05:34:38.229474Z,7,True,4,5,7,431,011a1c3e-745e-47fa-84ce-37c2de606548
3567,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-27T05:34:38.741485Z,2023-02-27T05:34:53.125872Z,6,True,3,6,7,531,011a1c3e-745e-47fa-84ce-37c2de606548
3568,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T05:34:53.647460Z,2023-02-27T05:35:47.887879Z,6,True,2,4,7,731,011a1c3e-745e-47fa-84ce-37c2de606548
3569,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T05:35:48.430408Z,2023-02-27T05:36:09.317733Z,6,True,3,4,7,977,011a1c3e-745e-47fa-84ce-37c2de606548
3570,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-27T05:36:09.854956Z,2023-02-27T05:38:08.262956Z,5,True,3,6,5,333,011a1c3e-745e-47fa-84ce-37c2de606548
3571,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,2,2023-02-27T05:38:08.778141Z,2023-02-27T05:38:35.657755Z,6,True,3,6,5,433,011a1c3e-745e-47fa-84ce-37c2de606548
3572,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-27T05:38:36.160159Z,2023-02-27T05:39:40.147292Z,7,True,4,7,5,532,011a1c3e-745e-47fa-84ce-37c2de606548
3573,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T05:39:40.671549Z,2023-02-27T05:40:43.148272Z,7,True,4,6,5,733,011a1c3e-745e-47fa-84ce-37c2de606548
3574,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T05:40:43.643521Z,2023-02-27T05:41:13.321829Z,7,True,2,5,5,979,011a1c3e-745e-47fa-84ce-37c2de606548
3575,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-27T05:41:13.829010Z,2023-02-27T05:43:58.991958Z,6,True,4,6,8,332,011a1c3e-745e-47fa-84ce-37c2de606548
3576,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,2,2023-02-27T05:43:59.497163Z,2023-02-27T05:45:51.844984Z,8,True,4,7,8,432,011a1c3e-745e-47fa-84ce-37c2de606548
3577,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-27T05:45:52.373087Z,2023-02-27T05:46:45.806882Z,3,True,3,5,8,533,011a1c3e-745e-47fa-84ce-37c2de606548
3578,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T05:46:46.315206Z,2023-02-27T05:47:32.016774Z,7,True,4,7,8,732,011a1c3e-745e-47fa-84ce-37c2de606548
3579,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-27T05:47:32.534246Z,2023-02-27T05:48:58.696467Z,5,True,5,3,6,334,011a1c3e-745e-47fa-84ce-37c2de606548
3580,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,2,2023-02-27T05:48:59.216498Z,2023-02-27T05:49:24.757809Z,6,True,3,6,6,434,011a1c3e-745e-47fa-84ce-37c2de606548
3581,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-27T05:49:25.266123Z,2023-02-27T05:50:12.003476Z,5,True,4,4,6,534,011a1c3e-745e-47fa-84ce-37c2de606548
3582,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T05:50:12.526082Z,2023-02-27T05:50:56.704413Z,7,True,4,6,6,734,011a1c3e-745e-47fa-84ce-37c2de606548
3583,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T05:50:57.216856Z,2023-02-27T05:51:22.832933Z,6,True,2,4,6,980,011a1c3e-745e-47fa-84ce-37c2de606548
3584,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-27T05:51:23.337863Z,2023-02-27T05:54:34.167383Z,5,True,4,5,6,335,011a1c3e-745e-47fa-84ce-37c2de606548
3585,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,2,2023-02-27T05:54:34.682187Z,2023-02-27T06:12:46.952980Z,6,True,3,7,6,435,011a1c3e-745e-47fa-84ce-37c2de606548
3586,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-27T06:12:47.475785Z,2023-02-27T06:13:09.073286Z,7,True,4,7,6,535,011a1c3e-745e-47fa-84ce-37c2de606548
3587,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T06:13:09.586189Z,2023-02-27T06:13:33.801998Z,6,True,2,6,6,735,011a1c3e-745e-47fa-84ce-37c2de606548
3588,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T06:13:34.312569Z,2023-02-27T06:15:19.264401Z,5,True,4,6,6,981,011a1c3e-745e-47fa-84ce-37c2de606548
3589,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-27T06:15:19.786985Z,2023-02-27T06:17:05.968301Z,6,True,4,1,6,337,011a1c3e-745e-47fa-84ce-37c2de606548
3590,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-27T06:17:06.492173Z,2023-02-27T06:17:48.388372Z,6,True,4,6,6,536,011a1c3e-745e-47fa-84ce-37c2de606548
3591,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T06:17:48.930673Z,2023-02-27T06:19:28.179265Z,7,True,4,7,6,737,011a1c3e-745e-47fa-84ce-37c2de606548
3592,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T06:19:28.706464Z,2023-02-27T06:20:31.005641Z,5,True,5,3,6,983,011a1c3e-745e-47fa-84ce-37c2de606548
3593,t5-small-squad-race,philosophy,wikipedia-10T,2,2023-02-27T06:20:31.530128Z,2023-02-27T06:21:34.899244Z,6,True,4,1,0,336,011a1c3e-745e-47fa-84ce-37c2de606548
3594,flan-t5-large-multiqad-400k,philosophy,wikipedia-10T,2,2023-02-27T06:21:35.393098Z,2023-02-27T06:22:20.262607Z,7,True,3,6,0,436,011a1c3e-745e-47fa-84ce-37c2de606548
3595,flan-t5-large-multimcq-1M,philosophy,wikipedia-10T,2,2023-02-27T06:22:20.814875Z,2023-02-27T06:23:27.372572Z,5,True,2,8,6,537,011a1c3e-745e-47fa-84ce-37c2de606548
3596,text-davinci-003-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T06:31:39.332237Z,2023-02-27T06:35:21.945203Z,6,True,1,6,4,736,cd883772-a133-487e-aaab-204eea0cdd41
3597,ft-babbage-multiqad-400k-gpt-3,philosophy,wikipedia-10T,2,2023-02-27T06:35:22.412152Z,2023-02-27T06:37:22.787569Z,6,True,0,7,6,982,cd883772-a133-487e-aaab-204eea0cdd41
3598,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T06:38:38.106688Z,2023-02-27T06:39:16.244141Z,6,True,2,1,6,360,cd883772-a133-487e-aaab-204eea0cdd41
3599,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T06:39:16.718748Z,2023-02-27T06:43:14.918131Z,6,False,6,0,6,460,cd883772-a133-487e-aaab-204eea0cdd41
3600,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T06:45:42.487289Z,2023-02-27T06:46:22.499048Z,4,False,4,6,6,561,cd883772-a133-487e-aaab-204eea0cdd41
3601,text-davinci-003-gpt-3,biology,wikipedia-10T,2,2023-02-27T06:46:23.042491Z,2023-02-27T06:47:41.572989Z,5,True,4,6,6,760,cd883772-a133-487e-aaab-204eea0cdd41
3602,ft-babbage-multiqad-400k-gpt-3,biology,wikipedia-10T,2,2023-02-27T06:47:42.187903Z,2023-02-27T06:48:28.884357Z,2,True,2,5,6,1006,cd883772-a133-487e-aaab-204eea0cdd41
3603,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T08:14:02.705599Z,2023-02-27T08:18:11.416711Z,5,False,4,2,5,363,32b77ede-6039-4d94-b06f-23860b1b2b39
3604,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T08:18:11.892217Z,2023-02-27T08:18:39.161696Z,6,True,2,8,5,463,32b77ede-6039-4d94-b06f-23860b1b2b39
3605,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T08:18:39.641148Z,2023-02-27T08:19:12.727095Z,6,True,3,8,5,562,32b77ede-6039-4d94-b06f-23860b1b2b39
3606,text-davinci-003-gpt-3,biology,wikipedia-10T,2,2023-02-27T08:19:13.204179Z,2023-02-27T08:20:06.736703Z,4,False,4,4,5,763,32b77ede-6039-4d94-b06f-23860b1b2b39
3607,ft-babbage-multiqad-400k-gpt-3,biology,wikipedia-10T,2,2023-02-27T08:20:07.193352Z,2023-02-27T08:20:30.520824Z,6,True,4,8,5,1009,32b77ede-6039-4d94-b06f-23860b1b2b39
3608,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T08:20:30.978931Z,2023-02-27T08:25:01.091698Z,6,True,2,8,5,362,32b77ede-6039-4d94-b06f-23860b1b2b39
3609,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T08:25:01.548902Z,2023-02-27T08:37:08.432254Z,6,True,4,8,5,462,32b77ede-6039-4d94-b06f-23860b1b2b39
3610,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T08:37:08.915830Z,2023-02-27T08:37:32.818840Z,6,True,2,8,5,563,32b77ede-6039-4d94-b06f-23860b1b2b39
3611,text-davinci-003-gpt-3,biology,wikipedia-10T,2,2023-02-27T08:37:33.293986Z,2023-02-27T08:38:09.452953Z,6,True,2,2,5,762,32b77ede-6039-4d94-b06f-23860b1b2b39
3612,ft-babbage-multiqad-400k-gpt-3,biology,wikipedia-10T,2,2023-02-27T08:38:09.904544Z,2023-02-27T08:38:23.766360Z,6,True,2,8,5,1008,32b77ede-6039-4d94-b06f-23860b1b2b39
3613,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T08:38:24.235697Z,2023-02-27T09:05:07.750871Z,6,True,4,2,7,359,32b77ede-6039-4d94-b06f-23860b1b2b39
3614,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T09:05:08.229522Z,2023-02-27T09:15:16.929969Z,6,True,2,2,6,360,32b77ede-6039-4d94-b06f-23860b1b2b39
3615,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T09:15:17.397666Z,2023-02-27T09:29:18.411676Z,6,True,3,6,6,460,32b77ede-6039-4d94-b06f-23860b1b2b39
3616,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T09:29:18.884524Z,2023-02-27T09:44:40.061948Z,6,True,2,8,6,561,32b77ede-6039-4d94-b06f-23860b1b2b39
3617,text-davinci-003-gpt-3,biology,wikipedia-10T,2,2023-02-27T09:44:40.535192Z,2023-02-27T09:44:57.965909Z,6,True,2,8,6,760,32b77ede-6039-4d94-b06f-23860b1b2b39
3618,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T09:44:22.070220Z,2023-02-27T09:45:01.882362Z,8,True,0,8,6,449,841d1ff4-5b33-4283-96c9-ceafa1af9657
3619,ft-babbage-multiqad-400k-gpt-3,biology,wikipedia-10T,2,2023-02-27T09:44:58.417055Z,2023-02-27T09:45:14.866597Z,6,True,2,8,6,1006,32b77ede-6039-4d94-b06f-23860b1b2b39
3620,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T09:45:02.464140Z,2023-02-27T09:45:37.636727Z,8,True,0,8,6,549,841d1ff4-5b33-4283-96c9-ceafa1af9657
3621,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T09:42:31.560438Z,2023-02-27T09:46:02.156597Z,8,True,0,6,6,365,693d3977-cb33-4139-bc3a-bf3800ccab5e
3622,t5-small-squad-race,geography,wikipedia-10T,2,2023-02-27T09:45:15.333059Z,2023-02-27T09:47:31.657484Z,6,True,2,2,6,280,32b77ede-6039-4d94-b06f-23860b1b2b39
3623,flan-t5-large-multiqad-400k,geography,wikipedia-10T,2,2023-02-27T09:47:32.118369Z,2023-02-27T09:48:01.276285Z,6,True,2,8,6,380,32b77ede-6039-4d94-b06f-23860b1b2b39
3624,flan-t5-large-multimcq-1M,geography,wikipedia-10T,2,2023-02-27T09:48:01.753004Z,2023-02-27T09:48:39.739789Z,6,True,2,8,6,479,32b77ede-6039-4d94-b06f-23860b1b2b39
3625,t5-small-squad-race,physics,wikipedia-10T,1,2023-02-27T09:46:38.414853Z,2023-02-27T09:49:20.473573Z,5,True,4,0,6,353,841d1ff4-5b33-4283-96c9-ceafa1af9657
3626,flan-t5-large-multiqad-400k,physics,wikipedia-10T,1,2023-02-27T09:49:20.988207Z,2023-02-27T09:49:46.269434Z,8,True,0,8,6,453,841d1ff4-5b33-4283-96c9-ceafa1af9657
3627,flan-t5-large-multimcq-1M,physics,wikipedia-10T,1,2023-02-27T09:49:46.907082Z,2023-02-27T09:50:03.148055Z,8,True,0,8,6,554,841d1ff4-5b33-4283-96c9-ceafa1af9657
3628,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T09:46:02.561657Z,2023-02-27T09:50:06.029695Z,8,True,4,8,6,465,693d3977-cb33-4139-bc3a-bf3800ccab5e
3629,text-davinci-003-gpt-3,physics,wikipedia-10T,1,2023-02-27T09:50:03.645750Z,2023-02-27T09:51:03.590953Z,8,True,0,8,6,753,841d1ff4-5b33-4283-96c9-ceafa1af9657
3630,ft-babbage-multiqad-400k-gpt-3,physics,wikipedia-10T,1,2023-02-27T09:51:04.111064Z,2023-02-27T09:51:22.787399Z,8,True,0,8,6,999,841d1ff4-5b33-4283-96c9-ceafa1af9657
3631,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T09:50:06.423363Z,2023-02-27T09:52:36.290996Z,8,True,4,8,6,564,693d3977-cb33-4139-bc3a-bf3800ccab5e
3632,text-davinci-003-gpt-3,geography,wikipedia-10T,2,2023-02-27T09:48:40.216187Z,2023-02-27T09:56:12.359847Z,6,True,4,2,6,680,32b77ede-6039-4d94-b06f-23860b1b2b39
3633,ft-babbage-multiqad-400k-gpt-3,geography,wikipedia-10T,2,2023-02-27T09:56:12.833910Z,2023-02-27T10:13:12.168588Z,6,True,2,8,6,825,32b77ede-6039-4d94-b06f-23860b1b2b39
3634,text-davinci-003-gpt-3,biology,wikipedia-10T,2,2023-02-27T09:52:36.708132Z,2023-02-27T10:51:46.749931Z,6,False,6,7,6,765,693d3977-cb33-4139-bc3a-bf3800ccab5e
3635,ft-babbage-multiqad-400k-gpt-3,biology,wikipedia-10T,2,2023-02-27T10:51:47.153245Z,2023-02-27T10:52:11.368028Z,8,True,3,7,6,1011,693d3977-cb33-4139-bc3a-bf3800ccab5e
3636,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T10:52:11.799958Z,2023-02-27T10:59:31.849239Z,7,True,3,3,4,364,693d3977-cb33-4139-bc3a-bf3800ccab5e
3637,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T10:59:32.252781Z,2023-02-27T10:59:55.563225Z,8,True,1,8,4,464,693d3977-cb33-4139-bc3a-bf3800ccab5e
3638,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T10:59:55.959375Z,2023-02-27T11:00:17.113277Z,8,True,0,4,4,565,693d3977-cb33-4139-bc3a-bf3800ccab5e
3639,text-davinci-003-gpt-3,biology,wikipedia-10T,2,2023-02-27T11:00:17.522308Z,2023-02-27T11:00:33.172697Z,8,True,1,8,4,764,693d3977-cb33-4139-bc3a-bf3800ccab5e
3640,ft-babbage-multiqad-400k-gpt-3,biology,wikipedia-10T,2,2023-02-27T11:00:33.745763Z,2023-02-27T11:04:51.669911Z,8,True,2,8,4,1010,693d3977-cb33-4139-bc3a-bf3800ccab5e
3641,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T11:04:52.076873Z,2023-02-27T11:10:33.070443Z,8,True,3,6,8,366,693d3977-cb33-4139-bc3a-bf3800ccab5e
3642,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T11:10:33.465650Z,2023-02-27T11:14:29.284338Z,2,True,5,2,6,466,693d3977-cb33-4139-bc3a-bf3800ccab5e
3643,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T11:14:29.702671Z,2023-02-27T11:15:42.808964Z,8,True,2,6,6,566,693d3977-cb33-4139-bc3a-bf3800ccab5e
3644,text-davinci-003-gpt-3,biology,wikipedia-10T,2,2023-02-27T11:15:43.227713Z,2023-02-27T11:18:14.853709Z,8,True,6,2,6,766,693d3977-cb33-4139-bc3a-bf3800ccab5e
3645,ft-babbage-multiqad-400k-gpt-3,biology,wikipedia-10T,2,2023-02-27T11:18:15.244008Z,2023-02-27T11:18:33.059892Z,8,True,2,8,6,1012,693d3977-cb33-4139-bc3a-bf3800ccab5e
3646,t5-small-squad-race,biology,wikipedia-10T,2,2023-02-27T11:18:33.453307Z,2023-02-27T11:20:25.700434Z,8,False,0,2,0,367,693d3977-cb33-4139-bc3a-bf3800ccab5e
3647,flan-t5-large-multiqad-400k,biology,wikipedia-10T,2,2023-02-27T11:20:26.092167Z,2023-02-27T11:20:48.832364Z,8,True,2,8,6,467,693d3977-cb33-4139-bc3a-bf3800ccab5e
3648,flan-t5-large-multimcq-1M,biology,wikipedia-10T,2,2023-02-27T11:20:49.246346Z,2023-02-27T11:28:08.278251Z,8,True,0,8,6,567,693d3977-cb33-4139-bc3a-bf3800ccab5e
